text,label,standard
"Samant nasibi pösülü, buz gibi darı değir Allah’ımın vergisi değir değir çırpınıyir böyle."," ""Ağız"""," ""Saman nasibi püsküllü"
"Davarı satdım, yüz yetmiş üç davarım varıdı, sattım davarı indi de oğlan çocuğu davarı sattırdı."," ""Ağız"""," ""Koyunlarımı sattım"
"Arabaya sardık, geldi hem davarı sattırdı burda yirli davarı,"," ""Ağız"""," ""Arabaya yükledik"
"Bu yaşda amcam inden sonra da zor, çıkaracaan, yapamaacan yalız olduğundan yeyerim döğmeye yardım itmek isterin amcam."," ""Ağız"""," ""Bu yaşta amcam"
Hüç okul görmedim amcam ben cahilim.," ""Ağız"""," ""Hiç okul görmedim amcam"
"Okul nirde? Burlarda okulun adı yok yol da yok okul da yok ben doğduğumda yok amcam okulumuzda yoğıdı,"," ""Ağız"""," ""Okul nerede? Buralarda okulun adı yok"
Serik’ten baki yirde okul yoğıdı.," ""Ağız"""," ""Serik’ten başka yerde okul yoktu."""
Tabi biz de faakir parçası olduğumuz için Serik yanına götürüp de çocuk okutmaya bi imkanımız yoğudu.," ""Ağız"""," ""Tabii biz de fakir parçası olduğumuz için Serik’e götürüp çocuk okutmaya bir imkanımız yoktu."""
"Öğsüzüm, öğsüz de galdım amcam ni yapalım?"," ""Ağız"""," ""Öksüzüm"
"Bu yaşa geldik Allah’ıma çok şükür, düvletimize zaval virmesin."," ""Ağız"""," ""Bu yaşa geldik Allah’ıma çok şükür"
Yolumuz da çıkdı amcam arabamız da bolardı.," ""Ağız"""," ""Yolumuz da açıldı amcam"
Evveli altı günde Antalya’ya iner çıkardık biz.," ""Ağız"""," ""Önceleri altı günde Antalya’ya inip çıkardık biz."""
"İki gün yörüyerek ayağımızıla, yörüyerek Antalya’ya inerdik ağşama iki gün ikincisi gün hana dakardık,"," ""Ağız"""," ""İki gün yürüyerek"
"İkapalıhamdi han varıdı, malımızı, gatırımızı, eşeğimizi dakardık hana,"," ""Ağız"""," ""Kapalı Hamdi Han vardı"
Gendimizde üstünde bitin içinde yatırdık amcam bit yirdi bizi.," ""Ağız"""," ""Kendimiz de üzerinde bit olan yatakta yatardık amcam"
"Orda herkesin yattığı han ya tabi, aanı şimdiki otel gibi, bit yirdi amcam."," ""Ağız"""," ""Orada herkesin yattığı han ya tabii"
"İki günde alaveri iderdik eksiğimi, gediğimizi alırdık oradan mallarımıza sarardık amcam."," ""Ağız"""," ""İki günde alışveriş yapardık"
"Araba nirde araba yok, mallarımıza sarardık ta buraya iki günde de bura gelirdik."," ""Ağız"""," ""Araba nerede"
Altı günde evimize maf olurduk amcam.," ""Ağız"""," ""Altı günde evimize varırdık amcam."""
"Biz çok yerellilik yaptık, çamırda, çapta yörüye yörüye maf olurduk."," ""Ağız"""," ""Biz çok yolculuk yaptık"
Ayağmızda günçarık günçarık amcam çarığı nirde bulacaz ayakkabını nirde bulacaaz.," ""Ağız"""," ""Ayağımızda günçarık"
"Sığır yününden çarık dikerdik, çamırla, çapıla orlardan gelirdik bura irezil, zibil ormanın aralarında bi patike yoldan,"," ""Ağız"""," ""Sığır yününden çarık dikerdik"
"Yağmır, yaş da oldu mu suya dalalak bilmem ne ederek irezil oluruduk amcam."," ""Ağız"""," ""Yağmur"
Ondan sonra altmış birde amcam asker oldum.," ""Ağız"""," ""Ondan sonra altmış birde amcam"
Altmış üçte teskere aldım.," ""Ağız"""," ""Altmış üçte terhis oldum."""
"Asker ocaanda ben çok eğitim gördüm, askerde iki ay okuduma,"," ""Ağız"""," ""Asker ocağında ben çok eğitim gördüm"
"Narlıdere’de iki ay okulda okudum,"," ""Ağız"""," ""Narlıdere’de iki ay okulda okudum."""
"Allah’a şükür işte gene de adımı, şunu, bunu, seni, beni, yazar oldum, okur oldum."," ""Ağız"""," ""Allah’a şükür işte yine de adımı"
Hiç bak benim hiçbir dargın olduğum ınsan yok.," ""Ağız"""," ""Bak"
"Hiç kimse de öyle asker ocağandan harıc,"," ""Ağız"""," ""Hiç kimse de öyle asker ocağından hariç."""
Asker ocağanda iki üç tokat vurdu bi başgedikli.," ""Ağız"""," ""Asker ocağında iki üç tokat attı bir başgedikli."""
Yediğim dayak odur.," ""Ağız"""," ""Yediğim dayak odur."""
Allah’ıma söz veriyorum yanı üç tokattır bi başgedikliden yediğim.," ""Ağız"""," ""Allah’ıma söz veriyorum yani yediğim üç tokattır bir başgedikliden."""
Arada yani onbaşıdan çavuşdan öyle bi girerike çıkarıka bi palasga malasga atarlarda ona dayak dinmez.," ""Ağız"""," ""Arada"
"Cahilidik emme benim şeyim sertidi, gonuşmam, sesim sertidi."," ""Ağız"""," ""Cahildik ama benim huyum sertti"
Emin derdi bi Buldurlu kefendili gumandanım bölük gumandanım cahil olma valla hemen onbaşı devriyesinde kaçansene ben diyi.," ""Ağız"""," ""Emin derdi"
"Ben çok güzel marş söylerdim ondan sonra bilgim dersim de iyiydi,"," ""Ağız"""," ""Ben çok güzel marş söylerdim"
Cahil olduğumdan ne çavuş olabildük amcam ancak ne onbaşı.," ""Ağız"""," ""Cahil olduğumdan ne çavuş olabildik amcam"
"Amcam ne edelim ordan teskereyi aldık Allah’ıma şükür geldik,"," ""Ağız"""," ""Amcam"
"Beni memnun garşıladı amcam, anacığım."," ""Ağız"""," ""Beni memnun karşıladı amcam"
Ondan sonra otuz seneylen anamıla barabar durduk amcam.," ""Ağız"""," ""Ondan sonra otuz sene annemle beraber yaşadık amcam."""
"Üç, üç günün içinde anam geldi, geçiydi."," ""Ağız"""," ""Üç günün içinde annem geldi"
"Sağsağlamıdı, fazla da bi hastalık çekmedi Allah’ıma şükür."," ""Ağız"""," ""Sağlamdı"
"Şu evler işte benim ilk evlerim bunlar, bunları beğenmedim gittim orayı daşı yardım o evi öyle yaptım ben."," ""Ağız"""," ""Şu evler"
Ben daş ustasıdım.," ""Ağız"""," ""Ben taş ustasıydım."""
"Evler yapardım, daş duvarcılığı yapardım."," ""Ağız"""," ""Evler yapardım"
Gendimizi çok irezil ittik amcam indi de kaldırıp yapamayırız evelki gibi kaldırdığımız daşları yirleyemeyiriz.," ""Ağız"""," ""Kendimizi çok rezil ettik amcam"
"Ne edelim ustalığı vazgeçtik amcam, indi çocuklara bakıyırız gari sütlerine onlar bize bakarsa bakacak bakamasa boşa çalışacaaz."," ""Ağız"""," ""Ne edelim"
"İncirli diyi bi yir var o tarafta bizim oraya gittim bi dereye durdum,"," ""Ağız"""," ""İncirli denen bir yer var"
"Dereden hanım geçecek benim gıza, tabii amcamın oğlunun gızı da,"," ""Ağız"""," ""Dereden hanım geçecek"
"Önüne durdum, amcam oraya sokuldum dereye"," ""Ağız"""," ""Önüne durdum amcam"
"“Bubam geliyir, bubam geliyir” didi beni kandırdı halbüse yalanımış,"," ""Ağız"""," ""“Babam geliyor"
"Boşaldı, gaçtı amcam."," ""Ağız"""," ""Boşaldı"
"Ne edelim duttum anam didi, oğlum didi sene o gızı alıvirem ben didi."," ""Ağız"""," ""Ne edelim"
"İstedik amcam, Allah’ın emri, bubalık da bize hayır dimedi, evet didi, virdi."," ""Ağız"""," ""İstedik amcam"
"Ondan sonra evlendik, düğün ettik, ondan sonra altı çocuğumuz oldu."," ""Ağız"""," ""Ondan sonra evlendik"
Onları da ordan everdik.," ""Ağız"""," ""Onları da oradan evlendirdik."""
Birini Korkuteli’nen everdik birini de burdan everdik.," ""Ağız"""," ""Birini Korkuteli’nden evlendirdik"
Garada bulutta değil bu yağmırı yağdıran," ""Ağız"""," ""Karada bulutta değil bu yağmuru yağdıran."""
A gız sen de değil misin benim boynumun direğin," ""Ağız"""," ""Ah kız"
Şindi amcam Hasbımen köyünde bi Çepince mahallesinde Nazıf Yıldırım diyi bi adam varıdı.," ""Ağız"""," ""Şimdi amcam"
"Oraya biz giderdik davarıla, oturuduk, yani dööl alırıdık orada oralısındıra tabi."," ""Ağız"""," ""Oraya biz giderdik koyunlarla"
Onun da varıdı davarı bizim de vardı.," ""Ağız"""," ""Onun da koyunları vardı"
"O utluğ çalardı, ben bu utluğa onda havas ittim, gördüm, o çalarıdı, çalıyırdıklı, gördüm."," ""Ağız"""," ""O kaval çalardı"
Onun elli atmış oğlaana baktım o utlağa alışdırıvirecek beni diyi.," ""Ağız"""," ""Onun elli altmış oğlağına baktım"
"Dutar, guzulaa doldururdum, yaptığı guzulaa, güççük görpeleri, doldurudum, yalvarıdım,"," ""Ağız"""," ""Tutar"
"Utlüğü düzenleyivirdi bene, viridi, öyle çal böyle çal."," ""Ağız"""," ""Kavalı düzenlerdi bana"
Ondan sonra onda gördüm amcam.," ""Ağız"""," ""Ondan sonra onda gördüm amcam."""
"O zaman on, on iki yaşında varın amca,"," ""Ağız"""," ""O zaman on"
"Ondan sonra bi baktım bu ıklığ ne hal yapıliri, öyle yapıliri."," ""Ağız"""," ""Ondan sonra bir baktım bu ıklık nasıl yapılır"
"Öyle yap, böyle yap diyen olmadı onun utluğına göre gendi kafamdan yapmaya durdum."," ""Ağız"""," ""Öyle yap"
"İndi de işte o yıldan beri iyi kötü düğünlere olsun, bazı çığırılar beni okuyu yollarlar ille isterler bunun dıngırağı iden havas iderler."," ""Ağız"""," ""Şimdi de işte o yıldan beri"
Bunu da bi de şiye cihaza daktılar mı çok güzel ses verir bu ıklığ.," ""Ağız"""," ""Bunu da bir de şu cihaza taktılar mı çok güzel ses verir bu ıklık."""
Hiç de bi havas iden yok.," ""Ağız"""," ""Hiç de bir heves eden yok."""
"Beş oğlan var, üç denesi mütüş saz çalar hele son papazım var bi dene apdallar gıp diyemez yanda güzel saz çalar maşallah."," ""Ağız"""," ""Beş oğlan var"
İndi öyle didim idi amca sazı herkes çalıyir didiler sizin gibiler yani çekimciler ille marafet bu utlığda.," ""Ağız"""," ""Şimdi öyle dedim amca"
Eski eser de olduğu için bunu şiy iderler.," ""Ağız"""," ""Eski eser de olduğu için bunu değerli görürler."""
"İndi ben deliliğimden mi akıllılığımdan mı bi ben çaliyirim bunu indi, o anda, bu yıllarda."," ""Ağız"""," ""Şimdi ben deliliğimden mi"
Eski nesil bitecek amcam ne edecen havas iden olmayınca gendü mü olacak bunun.," ""Ağız"""," ""Eski nesil bitecek amcam"
"Buradan şeye Sanlı’ya göçerlerdi, yaylaya, buraya."," ""Ağız"""," ""Buradan Sanlı’ya göçerlerdi"
"Giçerike sürünün önünde hem giderlerdi hem yakım yaka yaka gırtlak bazı çalarlardı,"," ""Ağız"""," ""Göçerken sürünün önünde hem giderlerdi hem yakından"
"Onlarda birez duydum birezinkini aldım, çaliyirin şindi ondan sonra türkü söyleye söyleye göçerler giderlerdi amcam."," ""Ağız"""," ""Onlardan biraz duydum"
Sürüyü burdan diktiler mi yardım ediyirdik bak.," ""Ağız"""," ""Sürüyü buradan kaldırdılar mı yardım ederdik bak."""
Bura yokuşu çıkasa bize peynir verirlerdi.," ""Ağız"""," ""Buranın yokuşunu çıkınca bize peynir verirlerdi."""
"Oraya tabi mallarda olurdu, eşyayla meşyayla göçer onlar."," ""Ağız"""," ""Oraya tabii mallar da olurdu"
"Mallarda sarlı olurdu, peynir bize yememize mükabil peynir verirlerdi ordan döner gelirdik beyle aşırıyiridik."," ""Ağız"""," ""Mallar da yüklü olurdu"
"Asma budarın ondan sonra ağaç dikerin ondan sonra katır var içeride dakılı ahırda, gatıra yim sararın."," ""Ağız"""," ""Asma budarır"
"Oğlanlar daha o dağın ardında davar güdüyiri, davar hindi de delübaşladı, guzulaşıyiri."," ""Ağız"""," ""Oğlanlar daha o dağın ardında koyun güdüyor"
"Onlara yim çıkariyirin, ağşama da zor iniyirin amcam biraz yüksekte,"," ""Ağız"""," ""Onlara yem çıkarıyorum"
"Çıkarken iyi kötü çıkıriyin, inerike ingişaşşa dizlerim ağriyir, inemeyir."," ""Ağız"""," ""Çıkarken iyi kötü çıkıyorum"
Dıkıda odun sariyirin ordan o gördüğünüz yığıl odun ta o davarın yatana çilek odunu çilek gurumuş odunlar.," ""Ağız"""," ""Kışın odun sararım"
"Davar soyir yazın da onu gabığını, guru yiyir odunlar,"," ""Ağız"""," ""Koyun soyuyor"
"Bisürü olup gider dağların odunları ben dişimile guş dutardım guş didim,"," ""Ağız"""," ""Bir sürü olup gider dağların odunları"
Benim ayağdan bastığım yeri göremezdiz siz beni genc iken dirdim.," ""Ağız"""," ""Benim ayağımı bastığım yeri göremezdiniz"
"Yaptık amca hindi de oturduk, aklıma gelir, dağlar burnuma kokıyiri,"," ""Ağız"""," ""Yaptık amca"
"Öyle giden de alıştığım yirlere dolaşan diyirin, gidemecen amca gidemecen."," ""Ağız"""," ""Öyle gidip de alıştığım yerlere dolaşayım dersin"
Düşüp çıkıverecen orlarda.," ""Ağız"""," ""Düşüp kalacaksın oralarda."""
"Hindi amca burada biz, bi gışın dururduk, bi gışın oturuduk burda, gışlamız buradı, yazlarmız burda gabristanlık var,"," ""Ağız"""," ""Şimdi amca"
Orlara yaylalarmız orda gabristanlığın orlardadı.," ""Ağız"""," ""Oralar yaylağımız"
"Şeye de göçerdik nisanda, ekimde bura gelirdik, göçerdik, bura göçerdik."," ""Ağız"""," ""Oraya da göçerdik nisanda"
Burda gışlardık orda yazlardık.," ""Ağız"""," ""Burada kışlardık"
"Orda soğuk sularımız vardı soğuk suların başına oturuduk,"," ""Ağız"""," ""Orada soğuk sularımız vardı"
"Birer çardak yapardı, ee nerden yapacaz, dört direk çakardık, üstüne dıkıgazal örterdik böyle böyle merdeklerdik,"," ""Ağız"""," ""Birer çardak yapardık; ee nereden yapacağız"
"Üstüne gazal gavak gazalını örterdik altına oturuduk amcam altı ay orda duruduk,"," ""Ağız"""," ""Üstüne kavak dallarını örterdik"
"Yazın ondan sonra ekimde de bura göçerdik bura göçtük mü yağmır yağardı,"," ""Ağız"""," ""Yazın"
"Bu tarlalara çiiti koşardık öküzü olan öküzüle, katırı olan katırıla burları sürerdik amcam,"," ""Ağız"""," ""Bu tarlalara çift koşardık; öküzü olan öküzle"
"Öyle gıracı olduğuna bakma burlar gözel ekmek veriyiri bize,"," ""Ağız"""," ""Öyle kıraç olduğuna bakma"
Bi dönüm yir nerdese bi yükü gecik masıl veriyir.," ""Ağız"""," ""Bir dönüm yer neredeyse bir yük buğday veriyor."""
"Ülen düşündüm emme dinle burda doğdum böyüdüm bin dokuz yüz kırk birde doğmuşun böyüdüm ısıcakları çekemen diyi para virdim dinle,"," ""Ağız"""," ""Ulan düşündüm ama dinle; burada doğdum"
"İller yir aldı Sirik’ten, ev yaptırdılar burdan döküldüler gittiler,"," ""Ağız"""," ""Millet yer aldı Serik’ten"
"Ben buralara aynı burda altın var gibi sayıkı toprağam mar didim bubamdan galma didim ne acım,"," ""Ağız"""," ""Ben buralara"
Daşımda var benim ne sıkıntım var da Sireğe gidecem didim.," ""Ağız"""," ""Taşım da var benim"
"İşte burada irezil zibil gözümüzün açıldığı yirde yaşadık, gittik."," ""Ağız"""," ""İşte burada"
"Allah’ıma şükür namazcımı gılim, beş vakıt daga, daşa gittim arasara geçiyir de su bulamadım yirlerde indi davara gidiyrin ora çoca yem götüriyirin suyu nirde bulacan dağda."," ""Ağız"""," ""Allah’ıma şükür namazımı kılarım; beş vakit dağa"
Geçiyir bazı öğlen namazlarım bazı geçiyir amcam ne idelim Allah kusurumu affetsin.," ""Ağız"""," ""Bazen öğlen namazlarım geçiyor amcam"
Gece gündüz aklımdan çıkmayır amca indi ne hal olsa korksak korkmasak Allah yakamızı toplayacak Allah'ım onda’ korkmak hata da ne gadar olsa tabi yaklaştığı hiç aklımızdan çıkmayir amca.," ""Ağız"""," ""Gece gündüz aklımdan çıkmıyor amca; şimdi ne hal olsa"
Ömürümüz galmadı işte yini seneye çıkacakmız çıkmacakmız o düşünceyi yapıyiriz amca.," ""Ağız"""," ""Ömrümüz kalmadı işte; gelecek seneye çıkacak mıyız"
Kabiristanımız nereyse oraya gömülecez amca Allah nasıb iderse.," ""Ağız"""," ""Mezarlığımız neredeyse oraya gömüleceğiz amca"
Dere geliyor dere gumunu sere sere," ""Ağız"""," ""Dere geliyor"
Gel beni götür dere yarın olduğu yire," ""Ağız"""," ""Gel beni götür dere"
